/**************************************************************************
 *** Layout File                                                        ***
 ***                                                                    ***
 *** This file is designed to provide the necessary information so      ***
 *** that NCES survey response data may be used in other statistical    ***
 *** software packages. This file provides variable names, locations,   ***
 *** and short descriptions for all selected variables. Additionally,   ***
 *** for categorical variables, this file also contains the response    ***
 *** codes and value label descriptions.                                ***
 ***                                                                    ***
 *** Full sample weights, replicate weights, and identification         ***
 *** numbers are added automatically to the list of variables selected  ***
 *** by the EDAT and are included here.                                 ***
 *************************************************************************/

/* ASCII Dataset File Name */
NELS_88_00_BYF4STU

/* Total Record Length */
11541

/* Variable Names, Locations, and Descriptions */
STU_ID    1-7           Student ID
F1C18A    4178-4178     NO TRANSITION, HS GRD CONTINUE K-12,7-12
F1C18B    4179-4179     HS STUDENTS GIVE INFO TO MIDDLE STUDENTS
F1C18C    4180-4180     MIDDLE GR. STUDNTS VISIT HS FOR ASSEMBLY
F1C18D    4181-4181     MIDDLE GR. STUDENTS ATTEND CLASSES AT HS
F1C18E    4182-4182     PARENTS VISIT HS WHEN CHLD IN MIDDLE SCH
F1C18F    4183-4183     PARENTS VISIT HS FOR ORIENTATION IN FALL
F1C18G    4184-4184     SUMMER MEETINGS AT THE HIGH SCHOOL
F1C18H    4185-4185     BUDDY OR BIG BROTHER/SISTER PROGRAM
F1C18I    4186-4186     MIDDLE GRADE & HS TEACHERS MEET TOGETHER
F1C18J    4187-4187     MIDDLE GRADE & HS ADMINISTRATORS MEET
F1C18K    4188-4188     MIDDLE GR. COUNSELORS MEET HS COUNSELORS
F1C18L    4189-4189     NO ACTIVITIES UNTIL STUDENTS ARRIVE
F1C18M    4190-4190     SCH ASSISTS STU TRANSITN IN SOME OTH WAY
F1C19     4191-4192     NUMBER OF COLLEGE REPS SENT DURING 89-90
F1C20     4193-4193     WHEN DOES ADMIN KNOW A STUDENT IS ABSENT
F1C21     4194-4194     WHEN ARE PARENTS NOTIFIED OF ABSENCES?
F1C22A    4195-4195     PARENTS NOTIFIED BY LETTER OR POSTCARD
F1C22B    4196-4196     PARENTS NOTIFIED BY ADMN CALLING AT HOME
F1C22C    4197-4197     PARENTS NOTIFIED BY ADM CALLING AT WORK
F1C22D    4198-4198     NOTIFIED BY COMPUTERIZED TELEPHONE CALL
F1C22E    4199-4199     NOTIFIED BY SCHOOL MAKING HOME VISIT
F1C22F    4200-4200     PARENTS NOTIFIED BY OTHER MEANS
F1C23     4201-4201     SCHOOL HAS POLICY ON UNEXCUSED ABSENCES
F1C24     4202-4204     #ABSENCES BEFORE STUDNT CONSIDERD TRUANT
F1C25     4205-4207     #ABSENCES BEFORE STUDNT CONSIDRD DROPOUT
F1C26     4208-4210     THE AVERAGE DAILY ATTENDANCE RATE
F1C27F    4211-4213     % OF WHITE (NON HISPANIC) 10TH GRADERS
F1C28     4214-4214     % OF STUDENTS IN SINGLE PARENT HOMES
F1C29     4215-4216     % 10TH GR LANGUAGE MINORITY, LEP STUDNTS
F1C30A    4217-4219     % STUDNTS RECV FREE, REDUCED-PRICE LUNCH
F1C30B    4220-4222     % OF STUDENTS RECEIVE REMEDIAL READING
F1C30C    4223-4225     % OF STUDENTS RECEIVE REMEDIAL MATH
F1C30D    4226-4228     % RECEIVES ALTERNATIVE SCHOOL PROGRAM
F1C30E    4229-4231     % RECEIVES PROGRAM FOR PREGNANT GIRLS
F1C30F    4232-4234     % RECEIVES BILINGUAL EDUCATION SERVICES
F1C30G    4235-4237     % RECEIVES ENGLISH AS A SECOND LANGUAGE
F1C30H    4238-4240     % RECEIVES SPECIAL EDUCATION SERVICES
F1C30I    4241-4243     % RECEIVES COLLGE BD. ADV PLACEMNT CRSES
F1C30J    4244-4246     % RECEIVES JOB TRAINING SERVICES
F1C30K    4247-4249     % RCVS OFF-CAMPUS WORK EXPERIENCE CREDIT
F1C31     4250-4252     % STUDENTS BUSED IN FOR RACIAL BALANCE
F1C32     4253-4255     % 10TH GRADERS DROPOUT BEFORE GRADUATION
F1C33     4256-4258     % OF 88-89 GRADUATES IN A 4-YEAR COLLEGE
F1C34     4259-4261     % 88-89 GRADS IN 2-YR COLL/VOC TRAINING
F1C35     4262-4264     NUMBER OF FULL-TIME REGULAR TEACHERS
F1C36     4265-4265     HOW OFTEN SCHOOL HAS SCHOOL-WIDE MEETNGS
F1C37     4266-4266     IS FACULTY DEPARTMENTALIZED?
F1C37A    4267-4269     NUMBER OF DEPARTMENTS OR SUBJECT AREAS
F1C38     4270-4270     SCHOOL DESIGNATE A CHAIR FOR EACH DEPT.
F1C39     4271-4271     HOW ARE DEPARTMENT CHAIRS SELECTED
F1C40A    4272-4272     DEPARTMENT CHAIRS RECEIVE EXTRA PAY
F1C40B    4273-4273     DEPT CHAIRS HAVE A REDUCED TEACHING LOAD
F1C40C    4274-4274     DEPARTMNT CHAIRS RECEIVE OTHR INCENTIVES
F1C41A    4275-4275     NUMBER OF FULL-TIME MATH FACULTY MEMBERS
F1C41B    4276-4276     NUMBER OF FULL-TIME SCIENCE FACULTY
F1C41C    4277-4277     NUMBER OF FULL-TIME HUMANITIES FACULTY
F1C41D    4278-4278     NUMBER OF FULL-TIME ENGLISH FACULTY
F1C41E    4279-4279     # OF FULL-TIME FOREIGN LANGUAGE FACULTY
F1C41F    4280-4280     # OF FULL-TIME SOCIAL SCIENCES FACULTY
F1C41G    4281-4281     NUMBER OF FULL-TIME HISTORY FACULTY
F1C41H    4282-4282     NUMBR OF FULL-TIME VOCATIONAL ED FACULTY
F1C41I    4283-4283     NUMBER OF FULL-TIME PHYSICAL ED FACULTY
F1C41J    4284-4284     # FULL-TIME GUIDANCE COUNSELING FACULTY
F1C41L    4285-4285     NO. OF OTHER FULL-TIME FACULTY MEMBERS
F1C42A    4286-4290     LOWEST SALARY PAID TO FULL-TIME TEACHERS
F1C42B    4291-4295     HIGHEST SALARY PAID TO FULL-TIME TEACHRS
F1C43A    4296-4298     # AMERICAN INDIAN/ALASKAN NATIVE TEACHRS
F1C43B    4299-4301     # OF ASIAN OR PACIFIC ISLANDER TEACHERS
F1C43C    4302-4304     # OF HISPANIC TEACHERS
F1C43D    4305-4307     # OF BLACK (NON HISPANIC) TEACHERS
F1C43E    4308-4310     # WHITE (NON HISPANIC) TEACHERS
F1C44A    4311-4313     # FT TEACHERS WITH LESS THAN A BA/BS
F1C44B    4314-4316     # OF FT TEACHERS WITH A BACHELORS DEGREE
F1C44C    4317-4319     # OF FT TEACHERS WITH A MASTERS DEGREE
F1C44D    4320-4322     # OF FT TEACHERS WITH ED.D./PH.D. DEGREE
F1C44E    4323-4325     # TEACHERS WHOSE DEGREE R DOESN^T KNOW
F1C45     4326-4328     # OF TEACHERS ASSIGNED TO ESL CLASSES
F1C46     4329-4331     # OF CERTIFIED BILINGUAL OR ESL TEACHERS
F1C47A    4332-4332     IMP OF STU EVAL OF TEACHER PERFORMANCE
F1C47B    4333-4333     IMP OF STU EVALUATION OF COURSE CONTENT
F1C47C    4334-4334     IMP OF STU SATISFACTION WITH COURSES
F1C48     4335-4337     MIN PER DAY ALLOWED FT TCHRS FOR PREP.
F1C49     4338-4338     HRS/MONTH TCHRS SPEND W/OUT REMUNERATION
F1C50     4339-4341     NUMBER TEACHERS WHO LEFT AT END OF 88-89
F1C51     4342-4342     HAVE TEACHERS GONE ON STRIKE PAST 4 YRS
F1C51A    4343-4345     TOTL NUMBER DAYS TEACHERS WERE ON STRIKE
F1C52     4346-4346     RECOGNITION FOR OUTSTANDING TEACHERS
F1C53A    4347-4347     NO REWARDS GIVEN TO EXCEPTIONAL TEACHERS
F1C53B    4348-4348     GIVEN SPECIAL AWARDS FOR TEACHING
F1C53C    4349-4349     ASSIGNED TO TEACH THE BETTER STUDENTS
F1C53D    4350-4350     ALLOWED TO CHOOSE THE CLASSES THEY TEACH
F1C53E    4351-4351     GIVEN A LIGHTER TEACHING LOAD
F1C53F    4352-4352     RELIEVED OF ADMIN OR DISCIPLINARY DUTIES
F1C53G    4353-4353     GIVEN PRIORITY ON REQUESTS FOR MATERIALS
F1C53H    4354-4354     TIME OFF TO ATTEND PROFESSIONAL WRKSHOPS
F1C53I    4355-4355     EXTRA PAY FOR EXTRA RESPONSIBILITIES
F1C53J    4356-4356     OTHR REWARD GIVEN TO EXCEPTIONAL TEACHRS
F1C54A    4357-4357     ADMISSION BY PARTICULAR GEOGRAPHIC AREA
F1C54B    4358-4358     ASSIGND BY AREA BUT TRANSFRS ARE ALLOWED
F1C54C    4359-4359     ASSIGND TO ACHIEVE RACIAL,ETHNIC BALANCE
F1C54D    4360-4360     ADMITTANCE BASED ON TESTS,AUDITIONS,ETC.
F1C54E    4361-4361     ADMITTANCE BY LOTTERY,RANDOM SELECTION
F1C54F    4362-4362     ADMITTANCE ON 1ST-COME 1ST-SERVE BASIS
F1C54G    4363-4363     OTHER PRACTICES OF ADMISSION
F1C55     4364-4364     SCH HAS ADMISSION/APPLICATION PROCEDURE
F1C56A1   4365-4367     NUMBER OF 9TH GRADE STUDENTS WHO APPLIED
F1C56B1   4368-4370     NUMBER OF 9TH GRADE STUDENTS ACCEPTED
F1C56A2   4371-4373     NUMBR OF 10TH GRADE STUDENTS WHO APPLIED
F1C56B2   4374-4376     NUMBER OF 10TH GRADE STUDENTS ACCEPTED
F1C56A3   4377-4379     NMBR OF 11TH GRADE STUDENTS WHO APPLIED
F1C56B3   4380-4382     NUMBER OF 11TH GRADE STUDENTS ACCEPTED
F1C56A4   4383-4385     NUMBR OF 12TH GRADE STUDENTS WHO APPLIED
F1C56B4   4386-4388     NUMBER OF 12TH GRADE STUDENTS ACCEPTED
F1C57A    4389-4389     STUDENT ADMISSION BY APTITUDE TEST
F1C57B    4390-4390     STUDENT ADMISSION BY WRITTEN TEST
F1C57C    4391-4391     STUDENT ADMISSION BY ACADEMIC RECORD
F1C57D    4392-4392     STUDENT ADMISSION BY ARTISTIC ABILITIES
F1C57E    4393-4393     STUDENT ADMISSION BY ATHLETIC ABILITIES
F1C57F    4394-4394     STUDENT ADMISSION BY INTERVW WITH PARENT
F1C57G    4395-4395     STUDENT ADMISSION BY INTERVW WITH STUDNT
F1C57H    4396-4396     STUDNT ADMISSN BY PRINCIPAL RECOMMENDATN
F1C57I    4397-4397     STUDENT ADMISSION BY TEACHR RECOMMENDATN
F1C57J    4398-4398     ADMISSN BY RECOMM FROM NON-FAMILY FRIEND
F1C57K    4399-4399     STUDENT ADMISSION BY STUDENT PREFERENCE
F1C57L    4400-4400     STUDENT ADMISSION BY PARENTAL PREFERENCE
F1C57M    4401-4401     STUDENT ADMISSN BY ABILTY TO PAY TUITION
F1C58A    4402-4402     TUITION PAYMENT DOES NOT APPLY
F1C58B    4403-4407     WHAT IS THE MAXIUM YEARLY TUITION
F1C59     4408-4409     PERCENT OF STUDNTS PAYING MAXIMUM TUTION
F1C60A    4410-4410     NO PROVISION FOR FINANCIAL AID
F1C60B    4411-4413     % OF STUDENTS RECEIVING FINANCIAL AID
F1C61A    4414-4414     GROUPING ON ABILITY FOR ENGLISH 10TH GR.
F1C61B    4415-4415     GROUPING ON ABILITY FOR MATH 10TH GR.
F1C61C    4416-4416     GROUPING ON ABILITY FOR SOC STUDIES
F1C61D    4417-4417     GROUPING ON ABILITY FOR SCIENCE 10TH GR.
F1C62A    4418-4418     TEACHERS INFLUENCE ON ASSIGNING COURSES
F1C62B    4419-4419     DEPT. HEADS INFLUENCE ASSIGNING COURSES
F1C62C    4420-4420     COUNSELORS INFLUENCE ASSIGNING COURSES
F1C62D    4421-4421     COACHES INFLUENCE ON ASSIGNING COURSES
F1C62E    4422-4422     PARENTS INFLUENCE ON ASSIGNING COURSES
F1C62F    4423-4423     STU DESIRES INFLUENCE ASSIGNING COURSES
F1C62G    4424-4424     STU GRADES INFLUENCE ASSIGNING COURSES
F1C62H    4425-4425     TEST SCORES INFLUENCE ASSIGNING COURSES
F1C63A    4426-4426     MOVE AMONG CLASSES FOR ABILITY LEVEL
F1C63B    4427-4427     MOVE AMONG CLASSES FOR CURRICULAR PROGRM
F1C64     4428-4428     HOW OFTN TEST RESULTS PROVIDED TO FAMILY
F1C65     4429-4429     SENIORS MUST PASS A TEST FOR HS DIPLOMA
F1C66A    4430-4430     MIMIMUM COMPETENCY TEST NOT GIVEN
F1C66B    4431-4431     MINIMUM COMPETENCY TEST GIVEN IN GRADE 9
F1C66C    4432-4432     MINIMUM COMPETENCY TEST GIVEN IN GRD 10
F1C66D    4433-4433     MINIMUM COMPETENCY TEST GIVEN IN GRD 11
F1C66E    4434-4434     MINIMUM COMPETENCY TESTS GIVEN IN GRD 12
F1C67     4435-4435     STUDNT & FAMILY NOTIFIED OF TEST RESULTS
F1C68     4436-4436     REMEDIAL PROG FOR STUS WHO FAIL THE TEST
F1C69     4437-4437     GRADING SYSTEM USED IN R^S HIGH SCHOOL
F1C69AA1  4438-4439     LOWEST ESTIMATE FOR LETTER GRADE A
F1C69AA2  4440-4442     HIGHEST ESTIMATE FOR LETTER GRADE A
F1C69AB1  4443-4444     LOWEST ESTIMATE FOR LETTER GRADE B
F1C69AB2  4445-4446     HIGHEST ESTIMATE FOR LETTER GRADE B
F1C69AC1  4447-4448     LOWEST ESTIMATE FOR LETTER GRADE C
F1C69AC2  4449-4450     HIGHEST ESTIMATE FOR LETTER GRADE C
F1C69AD1  4451-4452     LOWEST ESTIMATE FOR LETTER GRADE D
F1C69AD2  4453-4454     HIGHEST ESTIMATE FOR LETTER GRADE D
F1C69AF1  4455-4456     LOWEST ESTIMATE FOR LETTER GRADE F
F1C69AF2  4457-4458     HIGHEST ESTIMATE FOR LETTER GRADE F
F1C69B    4459-4459     LOWEST PASSING GRADE IN R^S SCHOOL
F1C70A    4460-4461     GRADUATION REQUIREMENTS FOR ENGLISH
F1C70B    4462-4463     GRADUATION REQUIREMENTS FOR MATHEMATICS
F1C70C    4464-4465     GRADUATION REQUIREMENTS FOR SCIENCE
F1C70D    4466-4467     GRADUATION REQUIREMENTS FOR HISTORY
F1C70E    4468-4469     GRADUATION REQ. FOR OTHER SOCIAL STUDIES
F1C70F    4470-4471     GRADUATION REQUIREMENTS FOR COMPUTER ED.
F1C70G    4472-4473     GRADUATION REQUIREMENTS FOR FOREIGN LANG
F1C70H    4474-4475     GRADUATION REQUIREMENTS FOR ART
F1C70I    4476-4477     GRADUATION REQUIREMENTS FOR MUSIC
F1C70J    4478-4479     GRADUATION REQUIREMENTS FOR PHYSICAL ED.
F1C70K    4480-4481     GRADUATION REQUIREMENTS FOR HEALTH
F1C70L    4482-4483     GRADUATION REQUIREMENTS FOR FAMILY LIFE
F1C70M    4484-4485     GRADUATN REQUIREMNTS FOR MORAL/ETHICS ED
F1C70N    4486-4487     GRADUATION REQUIREMENTS FOR RELIGIOUS ED
F1C70O    4488-4489     GRADUATION REQUIREMENTS FOR OTHR COURSES
F1C71A    4490-4490     ACADMC HONOR SOCIETIES AVAILABLE 10TH GR
F1C71B    4491-4491     BAND/ORCHESTRA AVAILABLE IN 10TH GRADE
F1C71C    4492-4492     CHORUS OR CHOIR AVAILABLE IN 10TH GRADE
F1C71D    4493-4493     COMPUTER CLUB(S) AVAILABLE IN 10TH GRADE
F1C71E    4494-4494     DRAMA CLUB(S) AVAILABLE IN 10TH GRADE
F1C71F    4495-4495     SERVICE CLUBS/PROJECTS AVAILABLE 10TH GR
F1C71G    4496-4496     MATHEMATICS CLUB(S) AVAILABLE IN 10TH GR
F1C71H    4497-4497     SCIENCE CLUB(S) AVAILABLE IN 10TH GRADE
F1C71I    4498-4498     HISTORY CLUB(S) AVAILABLE IN 10TH GRADE
F1C71J    4499-4499     FOREIGN LANG CLUBS AVAILABLE IN 10TH GRD
F1C71K    4500-4500     OTHER SUBJECT CLUBS AVAILABLE IN 10TH GR
F1C71L    4501-4501     SCIENCE FAIRS AVAILABLE IN 10TH GRADE
F1C71M    4502-4502     STUDENT COUNCIL AVAILABLE IN 10TH GRADE
F1C71N    4503-4503     STUDENT NEWSPAPER AVAILABLE IN 10TH GRD.
F1C71O    4504-4504     STUDENT YEARBOOK AVAILABLE IN 10TH GRADE
F1C71P    4505-4505     ORCHESTRA AVAILABLE TO 10TH GR. STUDNTS
F1C71Q    4506-4506     RELIGIOUS ORGANIZATNS AVAILABLE 10TH GR.
F1C71R    4507-4507     DEBATE/SPEECH TEAMS AVAILABLE IN 10TH GR
F1C71S    4508-4508     INTERSCHOLASTIC SPORTS AVAILABLE 10TH GR
F1C71T    4509-4509     INTRAMURAL SPORTS AVAILABLE IN 10TH GRD.
F1C71U    4510-4510     VOCATIONAL EDUC. CLUBS AVAILABLE 10TH GR
F1C71V    4511-4511     CHEERLEADING AVAILABLE IN 10TH GRADE
F1C71W    4512-4512     INTERNATIONAL CLUBS AVAILABLE IN 10TH GR
F1C72     4513-4513     SPORTS,CLUB PARTICIPATN REQUIRE MIN GPA
F1C73A1   4514-4514     NEVER USED ACADEMIC COURSEWORK PROGRAM
F1C73A2   4515-4515     USED ACADEMIC COURSEWORK IN PAST 3 YEARS
F1C73A3   4516-4516     CURRENTLY USING ACADEMIC COURSEWORK PROG
F1C73A4   4517-4517     PLAN TO USE ACADEMIC COURSEWORK PROGRAM
F1C73B1   4518-4518     NEVER USED ENG INDEPENDENT STUDY PROJECT
F1C73B2   4519-4519     USED ENG INDEP STUDY PROJ IN PAST 3 YRS
F1C73B3   4520-4520     CURRNTLY USING ENG INDEPENDNT STUDY PROJ
F1C73B4   4521-4521     PLAN TO USE ENG INDEPENDENT STUDY PROJ
F1C73C1   4522-4522     NEVER USED MATH/SCI INDEP STUDY PROJ
F1C73C2   4523-4523     USED MATH/SCI INDEP STUDY IN PAST 3 YRS
F1C73C3   4524-4524     CURRENTLY USE MATH/SCI INDEP STUDY PROJ
F1C73C4   4525-4525     PLAN TO USE MATH/SCI INDEP STUDY PROJ
F1C73D1   4526-4526     NEVER USED DEPARTMENT CHAIR
F1C73D2   4527-4527     USED DEPARTMENT CHAIR IN PAST 3 YRS
F1C73D3   4528-4528     CURRENTLY USING DEPARTMENT CHAIR
F1C73D4   4529-4529     PLAN TO USE DEPARTMENT CHAIR
F1C73E1   4530-4530     NEVER USED INTERDISCIPLINARY TEAM
F1C73E2   4531-4531     USED INTERDISCIPLINARY TEAM IN PAST 3YRS
F1C73E3   4532-4532     CURRENTLY USING INTERDISCIPLINARY TEAM
F1C73E4   4533-4533     PLAN TO USE INTERDISCIPLINARY TEAM
F1C73F1   4534-4534     NEVER USED COMMON PLANNING PERIOD
F1C73F2   4535-4535     USED COMMON PLANNING PERIOD IN PAST 3YRS
F1C73F3   4536-4536     CURRENTLY USING COMMON PLANNING PERIOD
F1C73F4   4537-4537     PLAN TO USE COMMON PLANNING PERIOD
F1C73G1   4538-4538     NEVER USED SAME HOMEROOM TCHR ALL H.S YR
F1C73G2   4539-4539     USED SAME HOMEROOM TEACHER IN PAST 3 YRS
F1C73G3   4540-4540     CURRENTLY USING SAME HOMEROOM TEACHER
F1C73G4   4541-4541     PLAN TO USE SAME HOMEROOM TEACHER
F1C73H1   4542-4542     NEVER USED COOPERATIVE LEARNING
F1C73H2   4543-4543     USED COOPERATIVE LEARNING IN PAST 3 YRS
F1C73H3   4544-4544     CURRENTLY USING COOPERATIVE LEARNING
F1C73H4   4545-4545     PLAN TO USE COOPERATIVE LEARNING
F1C73I1   4546-4546     NEVER USED MORE THAN ONE CURRICULAR PROG
F1C73I2   4547-4547     USED MORE THAN ONE CURRIC PRG PAST 3 YRS
F1C73I3   4548-4548     CURRENTLY USING MORE THAN ONE CURRIC PRG
F1C73I4   4549-4549     PLAN TO USE MORE THAN ONE CURRIC PROG
F1C73J1   4550-4550     NEVER USED FLEXIBLE TIME FOR CLASSES
F1C73J2   4551-4551     USED FLEXIBLE TIME FOR CLASSES PAST 3YRS
F1C73J3   4552-4552     CURRENTLY USES FLEX TIME FOR CLASSES
F1C73J4   4553-4553     PLAN TO USE FLEXIBLE TIME FOR CLASSES
F1C73K1   4554-4554     NEVER USED PARENTS TO WORK AS VOLUNTEERS
F1C73K2   4555-4555     USED PARENTS AS VOLUNTEERS IN PAST 3YRS
F1C73K3   4556-4556     CURRENTLY USING PARENTS AS VOLUNTEERS
F1C73K4   4557-4557     SCHL PLANS TO USE PARENTS AS VOLUNTEERS
F1C73L1   4558-4558     NEVER USED STUDENT WORKSHOP FOR PARENTS
F1C73L2   4559-4559     WORKSHOP OFFERED TO PARENTS IN PST 3 YRS
F1C73L3   4560-4560     CURRENTLY USING PARENT WORKSHOPS
F1C73L4   4561-4561     SCHOOL PLANS TO USE PARENT WORKSHOPS
F1C73M1   4562-4562     NEVER USED TCHRS SENDING INFO TO PARENTS
F1C73M2   4563-4563     TEACHERS SEND INFO TO PARENTS PAST 3 YRS
F1C73M3   4564-4564     CURRENTLY TEACHERS SEND INFO TO PARENTS
F1C73M4   4565-4565     PLAN TO HAVE TCHR SEND INFO TO PARENTS
F1C73N1   4566-4566     NEVER USED P.T.A. OR P.T.O. PROGRAMS
F1C73N2   4567-4567     P.T.A. OR P.T.O. PROGRAMS IN PAST 3 YRS
F1C73N3   4568-4568     CURRENTLY USING P.T.A. OR P.T.O. PROGRAM
F1C73N4   4569-4569     PLAN TO USE P.T.A. OR P.T.O PROGRAM
F1C73O1   4570-4570     NEVER USED PARENT-TEACHER CONFERENCE
F1C73O2   4571-4571     USED PARENT-TEACHER CONFERENCE PAST 3YRS
F1C73O3   4572-4572     CURRENTLY USING PARENT/TEACHR CONFERENCE
F1C73O4   4573-4573     PLAN TO USE PARENT-TEACHER CONFERENCES
F1C73P1   4574-4574     NEVER USED TEACHING STRATEGIES
F1C73P2   4575-4575     USED TEACHING STRATEGIES PAST 3 YEARS
F1C73P3   4576-4576     CURRENTLY USING TEACHING STRATEGIES
F1C73P4   4577-4577     PLAN TO USE TEACHING STRATEGIES
F1C73Q1   4578-4578     NEVER USED ALTERNATIVE SCHOOL PROGRAMS
F1C73Q2   4579-4579     USED ALTERNATIVE SCHL PROGRAM PAST 3 YRS
F1C73Q3   4580-4580     CURRENTLY USING ALTERNATIVE SCHOOL PROG
F1C73Q4   4581-4581     PLAN TO USE ALTERNATIVE SCHOOL PROGRAM
F1C73R1   4582-4582     NEVER USED CURRICULUM REVISIONS PROGRAM
F1C73R2   4583-4583     USED CURRICULUM REVISIONS PAST 3 YEARS
F1C73R3   4584-4584     CURRENTLY USING CURRICULUM REVISION PRGM
F1C73R4   4585-4585     PLAN TO USE CURRICULAR REVISIONS PROGRAM
F1C73S1   4586-4586     NEVER INCREASED GRADUATION REQUIREMENTS
F1C73S2   4587-4587     INCREASED GRADUATION REQUIREMNT PST 3YRS
F1C73S3   4588-4588     CURRENTLY USING INCREASED GRADUATION REQ
F1C73S4   4589-4589     PLAN TO INCREASE GRADUATION REQUIREMENTS
F1C74A1   4590-4590     ENGLISH NOT OFFERED AS A SECOND LANGUAGE
F1C74A2   4591-4591     ENGLISH TAUGHT AS A 2ND LANG IN 9TH GRD
F1C74A3   4592-4592     ENGLISH TAUGHT AS A 2ND LANG IN 10TH GRD
F1C74A4   4593-4593     ENGLISH TAUGHT AS A 2ND LANG IN 11TH GRD
F1C74A5   4594-4594     ENGLISH TAUGHT AS A 2ND LANG IN 12TH GRD
F1C74B1   4595-4595     MOTHER TONGUE NOT OFFERED AS 1ST LANG
F1C74B2   4596-4596     MOTHER TONGUE TAUGHT AS 1ST LANG 9TH GRD
F1C74B3   4597-4597     MOTHER TONGUE TAUGHT AS 1ST LANG 10TH GR
F1C74B4   4598-4598     MOTHER TONGUE TAUGHT AS 1ST LANG 11TH GD
F1C74B5   4599-4599     MOTHER TONGUE TAUGHT AS 1ST LANG 12TH GD
F1C74C1   4600-4600     CRSES FOR LANG MINORITY STUS NOT OFFERED
F1C74C2   4601-4601     CRSES FOR LANG MINORITY STUS OFFERD GR.9
F1C74C3   4602-4602     CRSES FOR LANG MINORTY STUS OFFERD GR.10
F1C74C4   4603-4603     CRSES FOR LANG MINORTY STUS OFFERD GR.11
F1C74C5   4604-4604     CRSES FOR LANG MINORTY STUS OFFERD GR.12
F1C75A1   4605-4605     LIFE SCIENCE NOT OFFERED AT R^S SCHOOL
F1C75A2   4606-4606     LIFE SCIENCE REGULAR COURSE AT R^S SCHL
F1C75A3   4607-4607     LIFE SCIENCE AP COURSE AT R^S SCHOOL
F1C75A4   4608-4608     LIFE SCIENCE COLLEGE COURSE AT R^S SCHL
F1C75B1   4609-4609     EARTH SCIENCE NOT OFFERED AT R^S SCHOOL
F1C75B2   4610-4610     EARTH SCIENCE REGULAR COURSE AT R^S SCHL
F1C75B3   4611-4611     EARTH SCIENCE AP COURSE AT R^S SCHOOL
F1C75B4   4612-4612     EARTH SCIENCE COLLEGE COURSE AT R^S SCHL
F1C75C1   4613-4613     PHYSICAL SCIENCE NOT OFFERED AT R^S SCHL
F1C75C2   4614-4614     PHYSICAL SCIENCE REGULAR COURSE AT SCHL
F1C75C3   4615-4615     PHYSICAL SCIENCE AP COURSE AT R^S SCHOOL
F1C75C4   4616-4616     PHYSICAL SCIENCE COLLEGE COURSE AT SCHL
F1C75D1   4617-4617     GENERAL SCIENCE GRADE 9 NOT OFFERED
F1C75D2   4618-4618     GENERAL SCIENCE GRADE 9 REGULAR COURSE
F1C75D3   4619-4619     GENERAL SCIENCE GRADE 9 AP COURSE AT SCH
F1C75D4   4620-4620     GEN SCIENCE GRD 9 COLLEGE COURSE AT SCHL
F1C75E1   4621-4621     GENERAL SCIENCE GRADES 10-12 NOT OFFERED
F1C75E2   4622-4622     GENERAL SCIENCE GRD 10-12 REGULAR COURSE
F1C75E3   4623-4623     GEN SCIENCE GRD 10-12 AP COURSE AT SCHL
F1C75E4   4624-4624     GEN SCIENCE GR.10-12 COLLG COURSE AT SCH
F1C75F1   4625-4625     BIOLOGY 1ST YR NOT OFFERED AT R^S SCHOOL
F1C75F2   4626-4626     BIOLOGY 1ST YR REGULAR COURSE AT R^S SCH
F1C75F3   4627-4627     BIOLOGY 1ST YR AP COURSE AT R^S SCHOOL
F1C75F4   4628-4628     BIOLOGY 1ST YR COLLEGE COURSE AT R^S SCH
F1C75G1   4629-4629     BIOLOGY 2ND YR NOT OFFERED AT R^S SCHOOL
F1C75G2   4630-4630     BIOLOGY 2ND YR REGULAR COURSE AT R^S SCH
F1C75G3   4631-4631     BIOLOGY 2ND YR AP COURSE AT R^S SCHOOL
F1C75G4   4632-4632     BIOLOGY 2ND YR COLLEGE COURSE AT R^S SCH
F1C75H1   4633-4633     CHEMISTRY 1ST YEAR NOT OFFERED AT SCHOOL
F1C75H2   4634-4634     CHEMISTRY 1ST YR REGULAR COURSE AT SCHL
F1C75H3   4635-4635     CHEMISTRY 1ST YR AP COURSE AT R^S SCHOOL
F1C75H4   4636-4636     CHEMISTRY 1ST YR COLLEGE COURSE AT SCHL
F1C75I1   4637-4637     CHEMISTRY 2ND YR NOT OFFERED AT SCHOOL
F1C75I2   4638-4638     CHEMISTRY 2ND YR REGULAR COURSE AT SCHL
F1C75I3   4639-4639     CHEMISTRY 2ND YR COURSE AT R^S SCHOOL
F1C75I4   4640-4640     CHEMISTRY 2ND YR COLLEGE COURSE AT SCHL
F1C75J1   4641-4641     PHYSICS 1ST YR NOT OFFERED AT R^S SCHOOL
F1C75J2   4642-4642     PHYSICS 1ST YR REGULAR COURSE AT R^S SCH
F1C75J3   4643-4643     PHYSICS 1ST YR AP COURSE AT R^S SCHOOL
F1C75J4   4644-4644     PHYSICS 1ST YR COLLEGE COURSE AT R^S SCH
F1C75K1   4645-4645     PHYSICS 2ND YR NOT OFFERED AT R^S SCHOOL
F1C75K2   4646-4646     PHYSICS 2ND YR REGULAR COURSE AT R^S SCH
F1C75K3   4647-4647     PHYSICS 2ND YEAR AP COURSE AT R^S SCHOOL
